respid,countrycode,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9
33427,1040,5,1,1,1,5,2,96,96,96
33430,1040,5,3,2,3,10,5,96,96,96
33439,1040,10,0,5,0,10,0,96,96,96
33451,1040,7,2,6,3,10,3,96,96,96
33457,1040,5,5,5,5,10,2,96,96,96
33477,1040,4,3,98,2,7,98,96,96,96
33484,1040,7,5,4,2,10,2,96,96,96
33491,1040,8,2,98,3,9,98,96,96,96
33494,1040,7,0,0,0,9,0,96,96,96
33497,1040,6,0,0,0,9,0,96,96,96
33506,1040,6,1,2,0,9,0,96,96,96
33507,1040,5,5,5,5,5,6,96,96,96
33522,1040,7,98,98,98,7,3,96,96,96
24836,1208,6,0,2,1,3,7,5,96,96
24887,1208,5,8,10,6,3,0,8,96,96
24888,1208,4,7,9,5,2,2,7,96,96
24908,1208,7,8,10,5,3,4,5,96,96
24912,1208,4,3,3,3,10,4,4,96,96
24927,1208,5,5,6,2,6,5,7,96,96
24951,1208,4,9,10,6,2,0,9,96,96
24969,1208,7,7,9,6,3,1,10,96,96
25001,1208,4,6,7,5,2,0,8,96,96
25077,1208,4,9,8,6,1,2,6,96,96
25173,1208,3,8,9,1,1,0,7,96,96
25260,1208,8,5,4,7,9,10,2,96,96
25270,1208,0,0,0,0,0,0,0,96,96
25461,1208,4,8,7,3,0,0,8,96,96
25481,1208,4,6,10,3,2,2,8,96,96
25562,1208,10,10,10,0,10,10,10,96,96
25591,1208,5,8,8,4,3,3,2,96,96
25649,1208,9,0,10,0,10,0,5,96,96
25663,1208,6,8,10,5,1,0,9,96,96
25810,1208,5,7,10,5,2,3,8,96,96
26106,1208,5,4,5,5,5,5,5,96,96
26143,1208,8,2,5,5,8,3,6,96,96
26195,1208,98,98,98,98,98,98,98,96,96
26259,1208,98,98,98,98,98,98,98,96,96
26280,1208,4,6,8,3,0,0,7,96,96
26348,1208,2,0,0,4,3,4,5,96,96
26354,1208,4,6,8,5,1,0,8,96,96
26492,1208,7,4,6,5,6,7,4,96,96
26523,1208,4,10,6,7,2,1,6,96,96
26549,1208,10,1,10,1,8,7,7,96,96
26569,1208,3,8,9,5,2,0,8,96,96
26629,1208,5,7,9,6,4,1,7,96,96
26740,1208,10,0,10,0,0,0,5,96,96
26854,1208,5,10,8,7,3,1,7,96,96
26922,1208,5,8,9,5,2,1,9,96,96
26988,1208,4,9,8,4,3,1,9,96,96
27038,1208,98,8,98,98,6,3,6,96,96
27052,1208,1,7,7,1,1,0,3,96,96
27081,1208,3,8,9,5,4,0,8,96,96
27315,1208,3,7,9,4,2,1,7,96,96
27501,1208,5,8,8,5,2,0,8,96,96
27526,1208,0,5,2,4,4,4,3,96,96
27827,1208,4,3,7,5,2,3,4,96,96
27956,1208,4,7,5,6,2,1,8,96,96
28018,1208,5,5,7,5,2,0,8,96,96
28036,1208,4,7,8,5,2,0,6,96,96
28115,1208,3,8,9,5,2,0,9,96,96
28299,1208,3,6,9,5,2,0,7,96,96
28340,1208,1,6,10,4,3,2,8,96,96
28378,1208,9,10,9,10,9,10,10,96,96
28384,1208,8,10,10,9,3,2,9,96,96
28412,1208,2,9,10,3,2,98,8,96,96
28417,1208,5,7,5,7,4,3,3,96,96
28487,1208,0,10,10,0,0,0,10,96,96
28502,1208,10,0,0,0,98,98,98,96,96
28519,1208,4,6,8,0,2,0,6,96,96
28528,1208,2,8,9,4,4,1,7,96,96
28589,1208,6,0,2,0,5,6,98,96,96
28640,1208,2,9,9,6,3,4,7,96,96
28799,1208,4,6,10,4,1,0,5,96,96
28802,1208,0,10,7,2,1,1,10,96,96
28881,1208,3,7,10,7,0,0,8,96,96
29070,1208,5,6,8,4,2,1,8,96,96
29098,1208,5,8,7,6,3,1,8,96,96
29102,1208,10,0,98,3,8,98,98,96,96
29109,1208,98,98,98,98,98,98,98,96,96
29117,1208,10,0,7,3,98,98,98,96,96
29124,1208,4,8,7,5,3,2,7,96,96
29223,1208,2,10,10,6,0,0,10,96,96
29298,1208,4,7,10,5,2,0,8,96,96
29373,1208,6,7,8,5,2,0,8,96,96
29446,1208,10,0,0,0,5,7,5,96,96
29469,1208,10,3,1,9,10,10,4,96,96
29533,1208,4,7,6,6,2,1,8,96,96
29547,1208,4,7,10,5,3,0,7,96,96
29556,1208,4,10,6,4,5,4,5,96,96
29630,1208,0,0,0,1,10,10,10,96,96
29699,1208,5,8,7,6,2,1,8,96,96
29718,1208,7,7,7,7,8,7,7,96,96
29723,1208,5,7,6,6,3,1,7,96,96
29730,1208,2,10,10,2,2,2,10,96,96
29741,1208,1,10,10,7,0,0,10,96,96
29750,1208,4,5,7,3,2,1,8,96,96
29776,1208,1,0,7,4,6,3,8,96,96
29860,1208,4,6,5,4,3,9,4,96,96
29899,1208,2,8,7,5,3,0,6,96,96
29987,1208,3,7,10,1,3,0,7,96,96
30002,1208,10,0,1,98,6,6,98,96,96
30006,1208,98,98,98,98,98,98,98,96,96
30025,1208,8,3,4,3,6,10,3,96,96
30036,1208,4,6,8,5,4,0,3,96,96
30041,1208,0,6,9,3,0,0,7,96,96
30049,1208,98,98,98,98,98,98,98,96,96
30095,1208,4,6,7,5,2,0,6,96,96
30192,1208,3,9,6,7,2,1,10,96,96
30226,1208,5,7,8,4,4,1,7,96,96
30235,1208,3,7,4,4,4,0,10,96,96
30247,1208,6,7,8,5,3,2,8,96,96
30282,1208,2,7,8,4,2,0,8,96,96
30348,1208,7,5,5,4,2,4,8,96,96
30384,1208,3,7,10,5,1,0,3,96,96
30435,1208,2,7,8,1,3,2,6,96,96
30476,1208,98,98,98,98,5,5,5,96,96
30477,1208,3,7,9,4,3,1,7,96,96
30575,1208,3,8,9,5,0,0,7,96,96
30624,1208,5,5,6,4,4,3,6,96,96
30683,1208,5,2,98,2,5,4,98,96,96
30711,1208,6,6,10,6,2,0,10,96,96
30716,1208,98,0,10,98,98,98,98,96,96
30724,1208,9,10,4,7,2,0,10,96,96
30781,1208,2,9,8,6,1,0,10,96,96
30809,1208,4,8,5,98,3,0,7,96,96
30865,1208,4,7,6,5,4,1,8,96,96
30888,1208,4,6,8,7,5,5,4,96,96
30902,1208,1,2,4,2,5,0,1,96,96
30948,1208,3,7,7,2,3,1,5,96,96
30963,1208,4,8,9,3,2,1,9,96,96
30973,1208,3,9,10,3,2,1,10,96,96
30975,1208,0,1,4,2,5,1,3,96,96
30977,1208,10,0,0,6,7,10,0,96,96
31007,1208,4,0,0,10,5,2,4,96,96
31110,1208,6,10,10,7,3,1,8,96,96
31121,1208,5,2,10,0,8,9,3,96,96
31164,1208,3,6,10,5,0,0,9,96,96
31173,1208,5,10,10,5,2,2,8,96,96
31182,1208,3,6,8,9,3,2,7,96,96
31318,1208,5,6,9,1,1,0,5,96,96
31348,1208,3,10,4,8,1,1,1,96,96
31497,1208,4,6,8,4,3,2,8,96,96
31507,1208,10,4,0,2,3,2,5,96,96
31522,1208,4,8,10,5,3,1,8,96,96
31563,1208,4,8,9,4,2,1,9,96,96
31614,1208,1,10,5,1,0,0,10,96,96
31622,1208,1,9,4,2,0,0,10,96,96
31655,1208,3,6,8,2,2,2,8,96,96
31682,1208,5,8,9,4,2,1,7,96,96
31770,1208,98,98,98,98,98,98,98,96,96
31831,1208,8,0,2,98,6,5,5,96,96
31854,1208,5,7,8,5,0,0,7,96,96
31893,1208,2,98,5,98,2,0,4,96,96
31954,1208,98,98,98,98,98,98,98,96,96
32044,1208,3,6,9,0,0,0,7,96,96
32057,1208,4,7,7,4,0,0,7,96,96
32079,1208,5,6,8,3,4,2,8,96,96
32134,1208,4,7,7,6,6,8,4,96,96
32211,1208,7,3,5,7,98,98,98,96,96
32349,1208,10,1,5,3,6,9,4,96,96
32377,1208,98,10,5,0,0,98,98,96,96
32392,1208,5,10,10,7,5,0,10,96,96
32397,1208,6,9,9,5,4,0,9,96,96
32407,1208,6,10,10,6,2,0,9,96,96
32423,1208,2,1,0,0,2,0,4,96,96
32431,1208,98,98,98,98,98,98,98,96,96
32456,1208,8,3,3,4,7,3,4,96,96
32470,1208,4,7,6,98,1,0,9,96,96
32475,1208,5,10,10,8,0,0,8,96,96
32477,1208,4,8,9,5,3,1,8,96,96
32478,1208,4,8,9,5,1,0,8,96,96
32483,1208,6,10,10,5,0,0,10,96,96
32485,1208,3,10,7,3,2,2,8,96,96
32492,1208,3,10,10,10,1,1,10,96,96
32493,1208,4,7,6,6,1,0,7,96,96
32501,1208,5,9,8,7,2,1,7,96,96
32510,1208,1,10,10,8,0,0,8,96,96
32512,1208,0,6,10,0,2,0,4,96,96
32531,1208,3,7,9,4,1,0,9,96,96
32533,1208,3,9,9,4,0,0,8,96,96
32534,1208,4,8,7,6,2,1,7,96,96
32547,1208,1,10,10,2,1,0,9,96,96
32552,1208,2,6,4,3,1,1,8,96,96
32553,1208,1,1,7,10,1,1,9,96,96
32566,1208,0,10,10,5,0,0,10,96,96
32568,1208,4,10,3,6,3,2,8,96,96
32569,1208,4,8,8,6,2,1,8,96,96
32571,1208,98,98,0,98,98,98,0,96,96
32574,1208,3,7,9,5,0,0,8,96,96
32580,1208,3,8,7,5,98,98,5,96,96
32583,1208,1,8,5,5,4,3,7,96,96
32588,1208,98,98,98,98,98,98,98,96,96
32591,1208,5,7,9,6,3,2,7,96,96
32596,1208,2,10,10,5,1,1,8,96,96
32599,1208,4,7,10,5,2,1,7,96,96
32608,1208,10,1,2,3,6,1,9,96,96
32610,1208,5,8,98,6,2,0,8,96,96
32611,1208,3,8,10,2,1,1,5,96,96
32612,1208,0,10,7,6,2,3,8,96,96
32615,1208,7,0,0,5,10,8,2,96,96
32623,1208,5,8,8,6,3,2,8,96,96
32624,1208,3,7,10,5,2,0,7,96,96
32631,1208,2,7,9,2,0,0,8,96,96
32632,1208,1,5,9,4,2,0,6,96,96
32637,1208,4,6,7,5,3,1,6,96,96
32641,1208,5,9,8,7,3,2,10,96,96
32664,1208,0,10,10,98,98,3,6,96,96
32670,1208,5,10,10,5,3,2,6,96,96
32671,1208,3,8,7,4,1,0,9,96,96
32675,1208,9,0,0,1,9,2,0,96,96
32681,1208,8,2,2,98,10,98,7,96,96
32682,1208,3,6,10,5,0,0,10,96,96
32685,1208,1,10,10,1,1,1,10,96,96
32690,1208,7,6,6,5,6,8,7,96,96
32693,1208,98,98,98,98,98,98,98,96,96
32697,1208,1,7,8,5,3,1,3,96,96
32699,1208,8,0,4,5,7,6,2,96,96
32701,1208,3,10,7,7,1,1,10,96,96
32702,1208,5,7,7,4,2,0,9,96,96
32705,1208,7,8,5,8,4,2,7,96,96
32709,1208,5,10,10,8,0,0,10,96,96
32710,1208,6,7,7,5,3,0,7,96,96
32719,1208,5,7,9,4,0,0,8,96,96
32721,1208,5,8,9,3,2,0,8,96,96
32724,1208,3,6,9,4,2,0,8,96,96
32730,1208,3,7,10,3,3,0,7,96,96
32735,1208,2,8,8,5,2,2,9,96,96
32740,1208,2,10,10,7,1,0,7,96,96
32742,1208,3,8,10,7,1,1,9,96,96
32749,1208,3,7,8,98,98,2,98,96,96
32750,1208,5,7,5,3,4,6,8,96,96
32756,1208,98,98,8,98,98,98,98,96,96
32757,1208,3,9,7,2,2,1,5,96,96
32759,1208,3,10,10,6,3,0,10,96,96
32777,1208,4,9,8,5,2,1,7,96,96
32781,1208,2,7,8,1,2,1,6,96,96
32787,1208,6,10,8,5,0,0,10,96,96
32790,1208,5,8,10,4,0,0,7,96,96
32796,1208,3,10,5,3,0,0,10,96,96
32806,1208,4,5,10,5,2,1,8,96,96
32808,1208,3,10,8,3,1,0,10,96,96
32811,1208,10,0,5,2,8,7,2,96,96
32826,1208,0,10,10,6,0,0,10,96,96
32833,1208,4,8,8,4,3,1,8,96,96
32842,1208,5,5,8,5,2,0,5,96,96
32843,1208,0,5,10,0,0,0,5,96,96
32844,1208,5,8,10,3,0,0,8,96,96
32846,1208,5,8,10,6,2,1,9,96,96
32849,1208,5,5,7,6,3,0,7,96,96
32862,1208,0,10,10,0,2,1,9,96,96
32866,1208,8,9,10,7,5,5,9,96,96
32867,1208,7,2,1,3,4,2,1,96,96
32870,1208,5,6,9,3,2,1,9,96,96
32872,1208,6,9,9,6,1,6,10,96,96
32874,1208,4,10,5,0,0,0,10,96,96
32875,1208,4,8,7,5,2,1,8,96,96
32883,1208,2,8,7,3,1,0,7,96,96
32886,1208,0,10,10,0,0,0,10,96,96
32887,1208,4,8,7,5,2,0,8,96,96
32888,1208,8,10,10,5,0,0,10,96,96
32893,1208,5,8,6,6,2,1,8,96,96
32898,1208,1,6,2,3,1,0,8,96,96
32899,1208,2,10,6,5,0,0,10,96,96
32902,1208,4,7,10,6,2,4,7,96,96
32903,1208,5,8,9,0,0,0,6,96,96
32910,1208,0,0,0,0,0,0,0,96,96
32911,1208,5,5,9,4,5,6,8,96,96
32916,1208,4,7,9,5,2,1,8,96,96
32919,1208,5,7,8,7,2,0,8,96,96
32920,1208,98,98,98,98,98,98,98,96,96
32921,1208,2,8,9,1,0,0,10,96,96
32923,1208,3,10,10,5,0,0,10,96,96
32925,1208,4,9,7,3,1,0,9,96,96
32930,1208,5,8,8,1,3,1,8,96,96
32937,1208,4,8,2,3,2,1,9,96,96
32938,1208,8,3,3,3,8,10,3,96,96
32941,1208,3,7,9,3,1,0,8,96,96
32943,1208,98,98,98,98,98,98,98,96,96
32948,1208,4,7,9,4,4,0,8,96,96
32956,1208,4,8,7,4,3,1,8,96,96
32957,1208,5,7,7,3,1,0,7,96,96
32962,1208,5,7,10,7,2,1,8,96,96
32965,1208,4,9,6,2,4,3,5,96,96
32972,1208,1,1,1,1,7,6,1,96,96
32978,1208,4,9,3,5,2,1,9,96,96
32984,1208,6,8,10,4,3,1,7,96,96
32998,1208,4,7,5,3,1,0,9,96,96
33001,1208,0,10,10,5,0,0,10,96,96
33004,1208,3,8,9,7,3,98,9,96,96
33008,1208,5,9,10,8,4,1,9,96,96
33009,1208,8,2,2,8,3,2,7,96,96
33010,1208,1,10,7,5,5,3,4,96,96
33018,1208,4,9,10,5,3,1,9,96,96
33020,1208,3,5,6,0,1,0,4,96,96
33023,1208,3,7,7,6,0,1,10,96,96
33027,1208,4,7,10,5,1,0,9,96,96
33063,1208,3,10,7,3,7,8,10,96,96
33069,1208,0,10,7,3,2,3,7,96,96
33071,1208,3,8,4,4,0,0,10,96,96
33083,1208,5,98,5,5,98,98,98,96,96
33091,1208,1,10,10,5,0,0,8,96,96
33097,1208,10,0,0,3,98,98,98,96,96
33102,1208,7,9,7,4,5,4,9,96,96
33103,1208,10,0,4,1,6,6,5,96,96
33112,1208,5,7,6,3,2,1,8,96,96
33115,1208,3,7,8,5,2,1,7,96,96
33117,1208,7,8,8,9,3,6,6,96,96
33129,1208,4,8,10,5,1,1,9,96,96
33148,1208,8,5,98,98,8,6,5,96,96
33205,1208,2,7,8,0,2,0,8,96,96
33207,1208,4,6,10,1,1,1,6,96,96
33209,1208,4,8,9,7,3,2,10,96,96
33218,1208,4,7,9,5,3,1,10,96,96
33220,1208,1,9,10,3,1,0,6,96,96
33225,1208,1,10,10,6,3,2,10,96,96
33243,1208,0,10,7,5,0,3,98,96,96
33250,1208,6,8,7,2,2,0,7,96,96
33251,1208,10,0,1,1,2,1,0,96,96
33270,1208,4,8,3,6,3,1,10,96,96
33281,1208,2,8,6,5,0,0,10,96,96
33303,1208,4,7,10,5,1,1,10,96,96
33304,1208,6,9,98,5,3,1,10,96,96
33319,1208,10,9,7,9,7,4,5,96,96
33323,1208,8,0,2,0,0,0,0,96,96
33329,1208,5,5,5,98,98,98,98,96,96
33359,1208,3,7,9,3,2,2,8,96,96
33367,1208,4,8,7,5,3,2,8,96,96
33385,1208,7,4,0,2,8,10,6,96,96
33388,1208,6,6,8,4,0,0,8,96,96
33392,1208,4,9,8,3,2,0,9,96,96
33403,1208,5,8,9,6,3,0,6,96,96
33406,1208,4,9,6,7,2,1,7,96,96
33418,1208,9,2,6,9,98,98,0,96,96
33420,1208,4,5,10,6,10,0,6,96,96
33429,1208,2,9,6,0,0,0,10,96,96
33431,1208,98,98,98,98,98,98,98,96,96
33444,1208,7,0,0,0,0,10,0,96,96
33447,1208,6,9,10,7,3,2,7,96,96
33453,1208,3,6,4,6,2,2,1,96,96
33454,1208,6,7,10,5,3,1,8,96,96
33455,1208,5,6,8,4,3,3,8,96,96
33458,1208,5,6,8,5,4,2,8,96,96
33461,1208,2,8,9,3,2,0,9,96,96
33480,1208,10,3,98,98,98,98,3,96,96
33483,1208,4,8,9,4,3,0,8,96,96
33488,1208,4,5,4,4,98,98,5,96,96
33496,1208,5,5,98,5,5,5,5,96,96
33519,1208,5,4,2,5,7,98,5,96,96
33521,1208,98,98,98,98,98,98,98,96,96
33530,1208,5,7,3,6,2,0,9,96,96
33544,1208,98,98,98,98,98,98,98,96,96
33554,1208,6,9,9,5,1,1,10,96,96
33555,1208,3,10,7,5,0,0,10,96,96
33556,1208,3,10,8,8,2,1,9,96,96
33566,1208,10,98,98,98,98,98,98,96,96
33571,1208,0,10,10,0,0,0,10,96,96
33584,1208,5,5,4,4,5,6,6,96,96
33595,1208,10,0,1,2,7,3,1,96,96
33605,1208,3,6,9,4,3,4,4,96,96
33619,1208,98,10,10,10,98,98,98,96,96
33627,1208,0,7,1,0,0,0,0,96,96
33641,1208,5,6,10,7,4,5,10,96,96
33703,1208,5,6,8,4,3,0,98,96,96
33737,1208,0,2,0,1,6,2,4,96,96
34310,1208,7,1,8,6,7,7,7,96,96
34416,1208,7,2,1,9,3,3,2,96,96
34516,1208,5,7,6,3,2,0,6,96,96
34533,1208,0,6,6,0,0,0,6,96,96
34594,1208,2,7,6,6,3,7,7,96,96
34700,1208,2,7,8,0,0,0,5,96,96
34873,1208,4,8,3,5,4,4,6,96,96
35378,1208,98,98,98,98,98,98,98,96,96
35384,1208,4,7,4,4,3,3,6,96,96
35538,1208,2,10,8,4,1,2,9,96,96
35547,1208,4,6,9,5,3,1,8,96,96
35551,1208,4,8,5,6,3,0,10,96,96
35555,1208,98,98,98,98,98,98,98,96,96
35559,1208,3,8,5,2,1,0,8,96,96
35561,1208,10,0,6,2,8,3,2,96,96
35566,1208,4,10,7,5,1,0,10,96,96
35567,1208,10,5,1,5,5,5,4,96,96
35579,1208,5,5,5,5,5,5,5,96,96
35581,1208,5,7,6,9,3,5,4,96,96
35596,1208,3,7,10,4,2,0,7,96,96
35611,1208,4,6,6,5,2,0,7,96,96
35613,1208,3,8,10,4,2,0,9,96,96
35614,1208,5,7,9,5,3,2,8,96,96
35649,1208,2,8,6,3,3,0,9,96,96
35659,1208,10,0,0,0,10,10,98,96,96
35662,1208,3,8,9,3,1,0,8,96,96
35663,1208,9,5,8,5,3,8,3,96,96
35671,1208,98,98,98,98,98,98,98,96,96
35677,1208,2,2,10,3,98,98,3,96,96
35681,1208,2,8,8,0,1,0,9,96,96
35682,1208,5,7,9,6,3,3,8,96,96
35687,1208,10,1,0,2,8,6,4,96,96
35724,1208,3,7,8,5,2,0,7,96,96
35726,1208,4,8,7,5,2,0,6,96,96
35727,1208,5,5,5,5,5,5,5,96,96
35762,1208,7,5,6,6,6,5,7,96,96
35765,1208,7,1,3,5,4,9,2,96,96
35774,1208,4,8,10,5,2,1,9,96,96
35779,1208,2,3,6,0,4,4,4,96,96
35781,1208,10,0,0,0,7,7,0,96,96
35806,1208,6,4,0,6,6,9,2,96,96
35839,1208,98,98,98,98,98,98,98,96,96
35854,1208,6,8,7,7,3,1,8,96,96
35856,1208,4,7,5,6,2,1,8,96,96
35870,1208,2,7,6,5,2,0,10,96,96
35881,1208,4,8,98,98,98,98,98,96,96
35887,1208,5,8,6,4,2,2,10,96,96
35888,1208,5,6,8,4,2,2,7,96,96
35900,1208,5,6,7,5,4,3,8,96,96
35908,1208,5,5,5,5,5,5,5,96,96
35916,1208,5,8,10,5,2,0,8,96,96
35928,1208,98,98,98,98,98,98,98,96,96
35929,1208,6,4,98,6,5,6,2,96,96
35936,1208,4,8,8,3,3,3,7,96,96
35939,1208,5,5,6,0,0,0,5,96,96
35955,1208,3,3,9,3,4,4,6,96,96
35968,1208,98,98,98,98,98,98,98,96,96
35969,1208,4,7,8,5,1,0,7,96,96
35976,1208,10,0,4,4,10,10,0,96,96
35986,1208,5,7,8,6,3,2,7,96,96
35995,1208,10,0,0,5,6,6,0,96,96
36002,1208,3,8,7,5,1,0,7,96,96
36027,1208,4,2,8,5,6,98,7,96,96
36044,1208,3,3,6,7,5,6,6,96,96
36063,1208,98,0,98,2,98,98,98,96,96
36078,1208,4,10,4,3,1,0,7,96,96
36084,1208,4,6,8,5,0,0,6,96,96
36099,1208,3,7,7,5,2,2,6,96,96
36119,1208,4,5,10,4,3,3,5,96,96
36124,1208,7,3,98,4,7,4,4,96,96
36150,1208,4,8,8,5,2,0,7,96,96
36163,1208,5,5,3,6,7,7,4,96,96
36166,1208,3,7,8,0,1,0,7,96,96
36181,1208,9,3,7,6,10,9,4,96,96
36186,1208,98,98,98,98,1,1,8,96,96
36188,1208,5,5,6,98,98,0,98,96,96
36192,1208,7,0,10,2,4,4,10,96,96
36198,1208,5,8,6,4,2,0,8,96,96
36213,1208,10,0,0,10,6,4,5,96,96
36229,1208,4,7,2,6,3,3,3,96,96
36231,1208,4,9,9,4,0,0,10,96,96
36238,1208,3,6,10,4,3,0,9,96,96
36243,1208,6,3,6,5,6,4,4,96,96
36248,1208,5,10,10,3,0,0,10,96,96
36250,1208,4,8,3,98,3,0,9,96,96
36281,1208,0,0,0,0,8,9,0,96,96
36286,1208,4,9,8,6,3,0,9,96,96
36291,1208,98,98,98,98,5,5,5,96,96
36299,1208,0,10,10,0,0,0,10,96,96
36300,1208,4,5,8,5,2,2,7,96,96
36301,1208,10,0,4,6,5,5,3,96,96
36360,1208,0,0,4,2,5,8,7,96,96
36362,1208,0,0,0,0,0,1,1,96,96
36366,1208,6,10,7,7,5,1,9,96,96
36371,1208,4,9,5,7,3,0,8,96,96
36373,1208,3,6,8,4,3,0,6,96,96
36384,1208,2,9,7,3,0,0,8,96,96
36393,1208,4,10,9,8,2,0,10,96,96
36396,1208,7,10,10,5,3,0,10,96,96
36406,1208,0,10,5,4,1,1,5,96,96
36420,1208,10,10,9,9,10,9,10,96,96
36429,1208,8,1,98,2,98,10,98,96,96
36443,1208,1,7,7,98,1,1,9,96,96
36444,1208,4,9,5,6,2,1,6,96,96
36452,1208,4,7,7,6,3,1,8,96,96
36510,1208,3,9,7,5,2,1,8,96,96
36514,1208,4,6,3,4,4,5,6,96,96
36516,1208,4,10,10,6,1,1,9,96,96
36517,1208,8,0,9,8,98,98,98,96,96
36545,1208,4,7,8,5,4,3,6,96,96
36550,1208,5,5,5,5,5,5,5,96,96
36559,1208,2,8,9,98,2,98,7,96,96
36562,1208,3,8,2,4,3,10,1,96,96
36563,1208,3,7,9,4,1,0,8,96,96
36575,1208,4,8,10,5,3,1,7,96,96
36580,1208,2,8,9,4,1,2,6,96,96
36584,1208,4,7,8,5,2,1,7,96,96
36585,1208,7,8,7,6,7,9,6,96,96
36602,1208,0,10,10,0,0,0,10,96,96
36605,1208,3,8,8,5,3,3,6,96,96
36607,1208,4,8,10,5,2,0,8,96,96
36630,1208,5,10,10,2,0,0,10,96,96
36631,1208,98,98,98,98,98,98,98,96,96
36642,1208,8,1,4,3,98,98,98,96,96
36649,1208,10,0,4,0,6,5,1,96,96
36650,1208,6,7,6,4,3,0,6,96,96
36652,1208,4,6,9,5,2,1,6,96,96
36654,1208,2,9,6,5,1,1,8,96,96
36655,1208,4,8,10,6,3,1,9,96,96
36678,1208,5,8,6,4,2,0,9,96,96
36684,1208,6,5,0,7,9,8,8,96,96
36685,1208,3,8,9,4,2,1,10,96,96
36691,1208,4,7,8,6,1,0,6,96,96
36710,1208,8,10,10,8,3,1,8,96,96
36713,1208,10,98,5,98,98,98,98,96,96
36719,1208,3,6,7,7,6,4,6,96,96
36723,1208,4,8,8,2,1,0,7,96,96
36724,1208,3,7,8,0,1,0,8,96,96
36725,1208,10,5,4,5,5,3,10,96,96
36728,1208,7,2,3,7,9,10,2,96,96
36730,1208,5,8,8,6,0,0,10,96,96
36739,1208,7,1,0,8,0,4,1,96,96
36741,1208,8,8,8,7,8,2,7,96,96
